Year,CIRI Country ID,Country,UN Country ID,UN Region,UN Subregion,Physical Integrity Rights Index,Disappearance,Extrajudicial Killing,Political Imprisonment,Torture,Empowerment Rights Index (Old),Empowerment Rights Index (New),Freedom of Assembly and Association,Freedom of Foreign Movement,Freedom of Domestic Movement,Freedom of Movement (Old),Freedom of Speech,Electoral Self-Determination,Freedom of Religion (Old),Freedom of Religion (New),Employment Rights,Women’s Economic Rights,Women’s Political Rights,Women’s Social Rights,Independence of Judiciary
2010,230,Croatia,191,Europe,Southern Europe,5,2,2,0,1,,8,1,2,1,,1,1,,1,1,2,2,,2
2011,230,Croatia,191,Europe,Southern Europe,8,2,2,2,2,,11,1,2,2,,1,2,,2,1,2,2,,2
1981,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,1,2,0,1,0,3,0,0,2,0,0,0,0,1,0,1,2,1,0
1982,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,2,1,1,0,0,0,3,0,0,2,0,0,0,0,1,0,1,2,1,0
1983,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,0
1984,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,0
1985,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,1,1,1,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,0
1986,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,3,1,0
1987,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,-999,2,1,0
1988,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0
1989,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,1
1990,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,3,0,0,2,0,0,0,0,1,0,2,3,2,0
1991,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,1
1992,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0
1993,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
1994,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
1995,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
1996,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
1997,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
1998,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
1999,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
2000,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,1,0,1,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
2001,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,5,2,2,0,1,0,2,0,1,1,0,0,0,0,0,0,2,2,2,0
2002,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,3,2,0
2003,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,3,3,0
2004,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,3,2,2,0
2005,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,,0
2006,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,0
2007,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,3,2,1,0,0,,0,0,0,0,,0,0,,0,0,3,2,3,1
2008,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,,0,0,0,0,,0,0,,0,0,1,3,,0
2009,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,,0,0,0,0,,0,0,,0,0,3,3,,0
2010,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,,0,0,0,0,,0,0,,0,0,3,2,,0
2011,233,Cuba,192,Latin America and the Caribbean,Caribbean Sea,4,2,2,0,0,,0,0,0,0,,0,0,,0,0,3,3,,0
1981,236,Cyprus,196,Asia,Western Asia,7,1,2,2,2,4,11,2,1,2,0,1,2,0,2,1,1,1,2,2
1982,236,Cyprus,196,Asia,Western Asia,8,2,2,2,2,8,12,2,1,1,0,2,2,1,2,2,2,1,2,2
1983,236,Cyprus,196,Asia,Western Asia,8,2,2,2,2,8,11,2,0,1,0,2,2,1,2,2,2,1,2,2
1984,236,Cyprus,196,Asia,Western Asia,6,1,1,2,2,4,10,2,1,1,0,1,1,0,2,2,1,1,1,2
1985,236,Cyprus,196,Asia,Western Asia,8,2,2,2,2,8,10,2,1,0,0,2,2,1,1,2,1,1,2,2
1986,236,Cyprus,196,Asia,Western Asia,8,2,2,2,2,10,11,2,1,1,1,2,2,1,1,2,2,1,1,2
1987,236,Cyprus,196,Asia,Western Asia,7,1,2,2,2,6,10,2,1,1,0,1,1,1,2,2,2,1,1,2
1988,236,Cyprus,196,Asia,Western Asia,8,2,2,2,2,10,12,2,1,1,1,2,2,1,2,2,2,1,1,2
1989,236,Cyprus,196,Asia,Western Asia,8,2,2,2,2,8,13,2,1,2,0,2,2,1,2,2,2,1,1,2
1990,236,Cyprus,196,Asia,Western Asia,7,1,2,2,2,6,9,2,1,0,0,1,1,1,2,2,1,1,1,2
1991,236,Cyprus,196,Asia,Western Asia,5,1,2,1,1,8,11,2,1,0,0,2,2,1,2,2,2,2,1,2
1992,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,6,8,2,0,0,0,2,1,1,2,1,2,2,1,2
1993,236,Cyprus,196,Asia,Western Asia,6,2,2,1,1,7,8,2,1,0,0,2,1,1,0,2,1,2,1,2
1994,236,Cyprus,196,Asia,Western Asia,6,2,2,1,1,4,7,2,0,0,0,2,1,0,1,1,1,2,1,2
1995,236,Cyprus,196,Asia,Western Asia,5,1,2,1,1,4,7,2,0,0,0,2,1,0,1,1,1,2,1,2
1996,236,Cyprus,196,Asia,Western Asia,7,2,1,2,2,7,11,2,2,0,0,2,2,1,2,1,1,2,1,2
1997,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,7,10,2,1,1,0,2,2,1,1,1,1,2,1,2
1998,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,7,11,2,2,0,0,2,2,1,2,1,2,2,2,2
1999,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,7,10,2,1,0,0,2,2,1,2,1,2,2,2,2
2000,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,7,10,2,1,0,0,2,2,1,2,1,2,2,2,2
2001,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,7,10,2,1,0,0,2,2,1,2,1,2,2,2,2
2002,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,9,10,2,1,0,1,2,2,1,2,1,2,2,2,2
2003,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,8,9,1,1,2,1,1,2,1,1,1,1,2,3,2
2004,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,9,10,2,1,0,1,2,2,1,2,1,2,2,3,2
2005,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,2,2,,2
2006,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,9,11,2,2,0,1,2,2,1,2,1,1,2,,2
2007,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,,12,2,2,2,,2,1,,2,1,2,2,3,2
2008,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,,10,2,2,2,,2,0,,1,1,2,2,,2
2009,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,,12,2,2,2,,2,2,,1,1,2,2,,2
2010,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,,12,2,2,2,,2,2,,1,1,2,2,,2
2011,236,Cyprus,196,Asia,Western Asia,7,2,2,2,1,,11,2,2,2,,2,2,,0,1,1,2,,2
1981,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1982,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1983,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1984,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1985,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1986,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1987,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1988,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1989,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1990,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1991,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1992,239,Czech Republic,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1993,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,2,2,2,2
1994,239,Czech Republic,203,Europe,Eastern Europe,6,2,1,2,1,8,12,2,2,2,1,1,2,1,2,1,2,2,2,2
1995,239,Czech Republic,203,Europe,Eastern Europe,5,2,1,1,1,8,12,2,2,2,1,1,2,1,2,1,2,2,2,2
1996,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,9,12,1,2,2,1,1,2,1,2,2,2,2,2,2
1997,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,9,11,1,2,2,1,1,2,1,1,2,2,2,2,2
1998,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,8,11,1,2,2,1,1,2,1,2,1,2,2,2,2
1999,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,9,13,2,2,2,1,1,2,1,2,2,2,2,2,2
2000,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,8,11,1,2,2,1,1,2,1,2,1,2,2,2,2
2001,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,9,11,1,1,2,1,1,2,1,2,2,2,2,2,2
2002,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,8,10,1,2,2,1,1,2,1,1,1,2,2,2,2
2003,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,8,12,2,2,2,1,1,2,1,2,1,1,2,3,2
2004,239,Czech Republic,203,Europe,Eastern Europe,6,2,1,2,1,8,11,2,2,2,1,1,2,1,1,1,2,2,3,2
2005,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,8,10,1,2,2,1,1,2,1,1,1,1,2,,1
2006,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,8,10,1,2,2,1,1,2,1,1,1,2,2,,1
2007,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,,12,1,2,2,,1,2,,2,2,2,2,2,0
2008,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,,11,1,2,2,,1,2,,2,1,2,2,,0
2009,239,Czech Republic,203,Europe,Eastern Europe,7,2,2,2,1,,11,1,2,2,,1,2,,2,1,2,2,,1
2010,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,,11,1,2,2,,1,2,,2,1,1,2,,1
2011,239,Czech Republic,203,Europe,Eastern Europe,8,2,2,2,2,,11,1,2,2,,1,2,,2,1,2,2,,2
1981,242,Czechoslovakia,203,Europe,Eastern Europe,3,2,1,0,0,0,3,0,0,2,0,0,0,0,1,0,1,1,1,0
1982,242,Czechoslovakia,203,Europe,Eastern Europe,5,2,2,0,1,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0
1983,242,Czechoslovakia,203,Europe,Eastern Europe,5,2,2,0,1,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0
1984,242,Czechoslovakia,203,Europe,Eastern Europe,5,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
1985,242,Czechoslovakia,203,Europe,Eastern Europe,6,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,2,2,2,0
1986,242,Czechoslovakia,203,Europe,Eastern Europe,5,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,3,2,0
1987,242,Czechoslovakia,203,Europe,Eastern Europe,6,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,3,1,0
1988,242,Czechoslovakia,203,Europe,Eastern Europe,5,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,3,2,0
1989,242,Czechoslovakia,203,Europe,Eastern Europe,6,2,2,1,1,0,3,2,0,1,0,0,0,0,0,0,2,3,2,0
1990,242,Czechoslovakia,203,Europe,Eastern Europe,8,2,2,2,2,8,11,2,2,2,1,1,2,1,1,1,1,2,1,2
1991,242,Czechoslovakia,203,Europe,Eastern Europe,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,2,3,2,2
1992,242,Czechoslovakia,203,Europe,Eastern Europe,8,2,2,2,2,8,12,2,2,2,1,1,2,1,2,1,2,2,2,2
1993,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1994,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1995,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1996,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1997,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1998,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
1999,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2000,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2001,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2002,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2003,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2004,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2005,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
2006,242,Czechoslovakia,203,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,
